TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,NU_NOTA_REDACAO
1,M,3,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,463.2,558.8,539.5,575.4,0,1.0,D,E,D,D,3,C,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,D,B,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,529.1,558.3,538.2,568.1,0,1.0,H,G,F,D,3,I,A,C,E,B,A,B,B,B,A,B,A,A,C,A,A,D,A,B,B,605.38293
4,M,1,1,1,2,0,2,1.0,0,,,,,,,4105805,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,531.6,556.7,509.3,479.0,1,1.0,E,E,C,B,4,G,A,B,D,B,A,B,A,B,A,B,A,B,E,A,A,E,A,B,B,605.38293
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,578.0,623.9,555.4,770.8,0,1.0,G,G,D,D,4,N,B,D,D,B,A,B,B,B,A,A,A,B,C,B,B,E,A,E,B,605.38293
3,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,0,1,1,0,,1058.0,1067.0,,,502.1,553.5,,1,1.0,G,G,D,D,4,F,A,B,D,B,B,B,A,B,A,B,A,B,C,A,A,C,B,C,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4118501.0,41.0,PR,2.0,1.0,1.0,4118501,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,584.7,613.9,577.2,665.7,0,1.0,F,F,D,D,5,I,A,C,D,C,A,B,A,B,A,B,A,A,C,A,A,D,A,B,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4119608,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,402.4,516.3,554.9,512.0,1,1.0,E,G,D,D,5,E,A,C,E,B,A,B,B,B,A,B,A,A,B,A,B,D,A,B,B,605.38293
5,F,1,3,1,1,3,1,,0,,,,,,,4105508,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,469.4,507.2,537.7,543.0,0,1.0,H,D,C,B,2,B,A,C,D,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
2,M,1,4,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,624.0,677.9,649.4,839.6,0,1.0,G,G,E,E,3,Q,A,E,D,C,A,B,B,B,B,B,A,B,D,B,B,E,A,E,B,605.38293
3,M,1,1,1,2,0,2,1.0,0,4110607.0,41.0,PR,2.0,1.0,1.0,4117909,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,420.6,535.5,525.7,661.9,0,1.0,E,G,D,D,3,H,A,D,D,C,A,B,B,B,A,B,A,B,B,B,A,D,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1189.0,1178.0,1182.0,1185.0,505.4,537.4,501.7,530.6,0,1.0,F,E,B,B,4,E,A,B,D,B,A,B,B,B,A,A,A,B,C,B,A,D,A,B,B,605.38293
2,M,1,3,2,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1189.0,1178.0,1182.0,1185.0,464.3,464.1,548.2,426.6,0,1.0,D,E,C,B,6,B,A,B,C,B,B,B,A,A,A,A,A,A,C,A,A,C,A,B,B,605.38293
12,F,1,3,1,1,7,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,466.2,496.8,393.2,452.3,0,1.0,B,B,A,A,2,D,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B,605.38293
7,M,1,1,1,1,5,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,671.1,633.1,633.7,760.1,0,1.0,E,E,E,D,3,H,B,D,E,B,A,B,B,B,B,B,B,B,E,B,B,D,B,D,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4104808,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,527.5,527.6,419.8,596.8,0,1.0,G,G,E,E,4,M,A,C,D,D,C,C,B,B,A,B,A,B,C,A,B,E,B,B,B,605.38293
11,M,1,3,1,1,8,1,,0,,,,,,,4127700,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,437.4,442.0,391.2,572.5,1,1.0,G,G,C,D,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,B,B,B,605.38293
8,F,1,1,1,1,6,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,695.0,692.1,604.8,816.5,0,1.0,G,G,D,D,6,H,A,C,D,B,A,B,B,B,A,A,A,B,B,A,A,D,A,B,B,605.38293
11,F,1,1,1,1,0,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,467.9,523.0,485.8,432.5,1,1.0,H,H,F,F,3,G,A,B,D,B,A,B,B,B,B,A,A,B,C,A,A,D,A,B,B,605.38293
11,F,2,3,1,1,11,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,573.7,625.6,648.5,710.6,1,1.0,H,C,A,B,2,E,A,B,B,B,B,B,B,B,A,B,A,B,B,A,A,C,B,B,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,516.6,609.3,521.3,638.2,0,1.0,G,G,D,B,4,H,A,D,C,C,A,B,B,B,A,B,A,B,B,A,A,D,A,C,B,605.38293
5,F,1,3,1,2,0,2,1.0,0,4113304.0,41.0,PR,2.0,1.0,1.0,4113304,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,433.1,385.5,335.2,457.0,1,6.0,B,D,C,B,2,E,A,B,C,B,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4109401,41,PR,0,1,1,0,,1056.0,1066.0,,,603.7,615.6,,1,1.0,E,E,E,C,2,D,A,B,B,A,A,B,B,B,B,B,A,A,A,A,A,C,A,B,B,605.38293
3,F,1,3,2,2,0,2,1.0,0,,,,,,,4100400,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,424.2,490.2,527.0,512.2,0,1.0,E,C,B,B,2,B,A,B,D,A,A,B,B,A,A,B,A,A,B,B,A,C,A,B,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4101804,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,494.7,579.2,617.1,698.6,0,1.0,E,E,C,C,3,E,A,C,D,B,A,B,B,B,A,B,A,B,C,B,A,D,B,B,B,605.38293
5,F,1,1,1,1,2,1,,0,,,,,,,4128203,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,611.0,609.5,584.6,658.3,0,1.0,E,F,D,D,3,E,A,B,C,B,A,B,B,B,A,B,A,B,C,A,A,D,A,C,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,527.5,552.1,560.4,466.3,0,1.0,E,F,E,E,3,L,C,E,D,C,A,B,B,B,B,B,A,B,B,A,B,D,A,C,B,605.38293
4,F,1,0,1,2,0,2,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1189.0,1178.0,1182.0,1185.0,450.0,540.2,503.0,370.2,1,1.0,E,G,F,D,2,L,A,C,C,B,A,B,B,B,A,B,A,B,C,A,B,C,A,C,B,605.38293
12,M,0,3,1,1,3,1,,0,,,,,,,4102109,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,471.7,503.6,475.1,542.6,1,4.0,A,A,A,A,3,D,A,B,C,B,B,B,A,B,A,B,A,A,C,B,A,C,A,B,B,605.38293
10,F,1,3,2,1,7,1,,0,,,,,,,4113304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,493.0,595.8,559.3,576.9,1,1.0,B,B,A,A,5,B,A,B,D,B,B,B,B,A,A,A,A,A,B,A,A,B,A,B,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4119905,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,445.6,409.0,397.7,502.9,1,1.0,C,C,C,B,5,E,A,C,E,A,A,B,B,B,A,B,B,A,B,A,A,E,A,A,B,605.38293
14,M,1,1,1,1,16,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,463.5,613.7,487.4,472.4,1,1.0,E,E,D,D,1,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,605.38293
3,M,1,3,1,2,0,2,1.0,0,,,,,,,4119301,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,559.5,575.8,567.3,492.2,1,1.0,B,D,A,A,5,B,A,B,D,A,A,B,B,A,B,A,A,A,B,A,A,C,A,A,A,605.38293
3,F,1,1,2,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,445.4,431.0,374.5,397.6,0,1.0,C,B,F,B,4,F,A,B,D,B,A,B,B,B,A,B,A,B,C,A,B,E,B,B,B,605.38293
6,F,1,3,1,1,4,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,561.1,588.1,566.7,553.6,0,1.0,F,F,D,D,4,J,A,D,D,A,A,B,B,B,A,B,A,A,B,B,B,E,B,C,B,605.38293
4,M,1,1,1,1,1,1,,0,,,,,,,4107207,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,391.2,480.4,477.1,578.4,1,1.0,C,B,A,B,5,F,A,B,D,B,A,B,B,B,A,A,A,B,B,A,B,E,A,B,B,605.38293
14,M,3,1,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,382.7,519.5,475.7,382.9,1,1.0,D,D,C,B,2,H,A,B,B,A,A,B,A,A,A,B,A,A,A,A,A,B,A,A,B,605.38293
3,M,1,1,1,1,1,1,,0,,,,,,,4104303,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,406.1,352.8,496.6,411.1,0,2.0,F,G,D,D,4,G,A,D,E,C,A,B,B,B,A,B,A,A,C,A,B,D,A,B,B,605.38293
11,F,1,0,1,1,0,1,,0,,,,,,,4102406,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,504.8,517.7,532.4,458.2,0,1.0,C,E,C,C,4,C,A,B,D,A,A,B,B,B,A,A,A,A,B,A,A,D,A,B,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,,,,,,,4104204,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,447.2,603.7,550.7,609.2,0,1.0,D,E,C,D,3,C,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B,605.38293
4,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,628.6,672.1,661.3,502.4,0,1.0,F,F,E,D,4,M,A,C,D,B,A,B,B,B,B,B,A,B,C,A,A,E,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4101804,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,446.7,567.2,553.8,545.5,1,1.0,H,D,B,B,3,B,A,B,B,A,A,B,A,A,B,A,A,A,B,A,A,C,A,A,B,605.38293
3,F,1,1,1,2,0,2,2.0,0,4118204.0,41.0,PR,2.0,1.0,1.0,4118204,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,417.3,573.8,524.0,626.7,1,1.0,E,E,C,F,4,G,A,B,D,B,B,B,B,B,A,B,A,A,C,A,B,E,B,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4118105.0,41.0,PR,2.0,1.0,1.0,4105904,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,451.9,447.0,500.2,430.1,1,1.0,C,C,C,B,4,D,A,B,D,B,B,B,B,A,B,B,A,A,B,A,A,D,A,B,B,605.38293
1,F,1,3,1,3,0,1,,1,,,,,,,4102000,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,601.7,573.8,537.0,631.7,0,1.0,E,G,D,B,4,E,A,C,D,B,B,B,B,B,A,B,A,B,B,A,A,D,A,A,B,605.38293
2,F,1,1,1,3,0,1,,1,,,,,,,4105805,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,479.8,562.4,568.9,486.2,0,1.0,D,G,F,F,4,H,A,C,D,C,B,B,B,B,A,B,A,B,B,A,B,E,A,C,B,605.38293
3,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,405.5,634.8,578.8,792.2,0,1.0,F,G,D,D,3,I,A,D,C,B,A,B,B,B,B,B,A,B,D,A,B,D,B,C,B,605.38293
3,F,1,1,1,1,1,1,,0,,,,,,,4128104,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,533.4,536.2,561.4,470.1,1,1.0,H,F,F,C,2,B,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,C,B,B,B,605.38293
2,F,1,3,2,2,0,2,1.0,0,4116950.0,41.0,PR,2.0,1.0,1.0,4108403,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,568.5,510.1,619.4,591.6,1,1.0,G,G,E,D,4,G,B,C,D,B,A,B,A,B,A,B,A,B,B,A,A,D,A,C,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4125506.0,41.0,PR,4.0,1.0,1.0,4125506,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,565.6,599.5,542.0,361.2,0,1.0,E,E,C,C,3,H,A,C,C,B,A,B,A,B,A,B,A,B,B,A,A,D,A,B,B,605.38293
7,F,1,1,1,1,5,1,,0,,,,,,,4119152,41,PR,0,1,1,0,,1058.0,1067.0,,,491.1,530.3,,0,1.0,B,F,F,F,6,B,A,C,C,B,A,B,B,B,A,B,A,A,C,A,A,E,A,B,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,482.1,588.0,575.0,706.0,0,1.0,F,G,D,D,4,O,D,D,D,B,A,C,A,B,B,B,B,B,D,A,B,E,A,C,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4128104,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,589.1,648.8,642.6,480.5,0,1.0,G,G,D,D,4,K,A,C,D,B,A,B,A,B,A,B,A,A,A,A,A,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4105201.0,41.0,PR,2.0,1.0,1.0,4122206,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,392.8,461.4,389.9,394.9,1,1.0,C,D,A,A,3,B,A,B,C,B,B,B,B,B,A,B,A,B,B,A,A,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,398.4,445.0,496.2,488.4,1,1.0,D,E,D,C,2,B,A,C,D,B,A,B,B,B,A,B,A,B,C,A,B,C,A,B,B,605.38293
2,M,1,0,1,2,0,3,1.0,0,4213609.0,42.0,SC,4.0,1.0,1.0,4128203,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,504.0,557.7,575.0,478.8,0,1.0,F,G,E,E,4,M,A,C,D,C,A,B,A,B,B,B,B,A,C,A,A,D,A,C,B,605.38293
3,M,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,592.3,617.1,625.8,715.3,1,1.0,G,G,E,E,2,G,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B,605.38293
5,M,1,1,1,1,2,1,,0,,,,,,,4115754,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,447.6,578.9,553.6,547.2,1,1.0,E,E,A,B,2,F,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
3,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,430.9,538.7,485.1,598.8,0,1.0,E,E,B,B,2,C,A,B,C,A,A,B,A,B,A,B,A,A,B,B,A,C,A,A,B,605.38293
4,M,1,1,1,1,1,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,564.7,569.0,573.7,570.6,0,1.0,G,F,D,D,3,H,A,C,D,C,A,B,B,B,A,B,A,B,C,B,B,D,B,B,B,605.38293
3,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,414.1,561.1,488.3,421.1,1,1.0,E,E,D,D,3,F,A,D,D,C,B,B,B,B,A,B,A,B,D,A,B,E,B,D,B,605.38293
10,F,1,3,1,1,7,1,,0,,,,,,,4105508,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,446.3,518.6,543.8,511.7,1,1.0,H,D,F,C,2,C,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B,605.38293
2,F,1,3,1,3,0,1,,1,,,,,,,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,536.8,606.0,577.6,563.3,0,1.0,C,C,B,B,5,E,A,B,D,C,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B,605.38293
4,F,1,3,1,1,2,1,,0,,,,,,,4115200,41,PR,1,1,1,1,1188.0,1175.0,1179.0,1184.0,368.8,529.5,597.9,452.0,0,1.0,C,B,C,B,4,C,A,B,C,B,A,B,B,B,B,B,A,A,B,A,A,D,A,B,B,605.38293
5,F,1,1,1,1,3,1,,0,,,,,,,4104253,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,482.6,486.7,457.5,459.2,1,6.0,C,D,A,F,3,E,A,B,C,B,B,B,B,B,A,B,A,B,B,A,B,D,A,B,B,605.38293
3,F,0,3,1,2,0,2,1.0,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,492.9,544.5,608.1,491.0,0,1.0,H,E,B,B,4,D,B,B,C,A,B,B,B,B,B,A,A,A,B,A,A,D,A,B,B,605.38293
2,F,1,1,1,3,0,1,,1,,,,,,,4100400,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,563.0,518.8,516.6,603.8,0,1.0,E,E,C,B,4,B,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,432.7,540.9,602.8,593.4,0,1.0,G,G,D,D,4,O,A,D,D,B,A,B,A,B,B,B,A,B,C,A,B,E,A,D,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4125704.0,41.0,PR,2.0,1.0,1.0,4125704,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,457.3,550.7,530.8,384.6,1,1.0,C,D,C,B,5,E,A,B,D,A,B,B,B,B,B,B,A,A,B,A,A,E,A,A,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,514.3,606.0,585.6,610.7,0,1.0,C,C,C,B,2,C,A,B,D,A,A,B,B,B,A,B,A,B,B,B,A,C,B,A,B,605.38293
3,M,1,2,1,1,1,1,,0,,,,,,,4102406,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,471.4,429.0,467.0,487.7,1,1.0,F,E,D,B,3,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4128104.0,41.0,PR,2.0,1.0,1.0,4128104,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,501.6,596.8,558.4,573.6,1,1.0,C,H,C,C,4,E,D,C,D,A,B,B,B,B,A,B,A,A,B,A,A,E,A,A,A,605.38293
1,M,1,3,1,3,0,1,,1,,,,,,,4106407,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,528.2,410.1,443.2,441.4,1,4.0,A,C,C,B,4,G,A,B,D,B,A,B,B,A,A,A,A,A,B,A,A,E,A,A,B,605.38293
5,M,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,0,1,1,0,,1178.0,1182.0,,,627.0,652.6,,0,1.0,E,E,C,C,3,C,A,B,D,A,A,B,A,B,B,B,A,A,B,A,A,D,B,B,B,605.38293
11,M,1,1,1,1,0,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,525.2,346.4,345.2,454.1,1,4.0,E,C,B,B,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B,605.38293
3,M,1,1,1,2,0,2,1.0,0,,,,,,,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,420.7,530.8,502.7,580.7,0,1.0,D,D,C,F,5,D,A,B,D,B,A,B,B,B,A,B,A,B,A,A,A,D,A,C,B,605.38293
2,F,1,2,1,2,0,2,1.0,0,,,,,,,4118402,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,476.4,509.8,458.9,411.6,1,1.0,H,E,C,C,4,C,A,B,E,A,A,B,B,B,A,B,A,B,B,A,A,D,A,A,B,605.38293
5,M,1,1,1,1,3,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,590.3,569.5,559.4,671.5,0,1.0,E,E,D,F,4,C,A,C,D,C,A,C,B,B,A,B,A,B,C,B,A,E,A,B,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,492.5,490.3,565.0,614.0,1,1.0,H,F,D,D,4,H,A,C,D,C,A,B,B,B,B,B,A,B,E,B,A,E,A,E,B,605.38293
3,F,1,4,1,3,0,1,,1,,,,,,,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,491.3,586.6,601.5,447.2,0,1.0,E,F,C,B,4,F,A,C,D,B,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,605.38293
4,F,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,490.8,570.6,527.9,523.3,0,1.0,G,G,B,B,4,C,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,C,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4110102.0,41.0,PR,2.0,1.0,1.0,4110706,41,PR,0,1,1,0,,1055.0,1065.0,,,459.3,447.8,,0,3.0,D,E,C,B,4,C,A,B,C,B,A,B,A,A,A,A,A,B,B,A,A,B,A,A,B,605.38293
11,F,1,1,1,1,11,1,,0,,,,,,,4101804,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,531.1,581.1,533.5,556.3,1,1.0,E,G,A,D,4,F,A,D,D,C,A,B,B,B,A,B,A,B,D,B,A,E,A,B,B,605.38293
15,F,0,1,1,1,16,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,419.6,373.1,498.7,476.8,0,1.0,H,G,A,D,4,G,A,B,C,B,A,B,B,B,B,B,A,B,B,A,A,E,A,B,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4118204.0,41.0,PR,4.0,1.0,1.0,4118204,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,479.8,585.4,564.7,444.3,1,1.0,C,G,C,D,4,J,A,C,D,C,A,B,B,B,B,B,A,B,E,A,A,C,A,C,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4120002,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,390.9,492.1,527.2,448.2,0,1.0,G,G,D,D,3,H,B,D,D,B,A,B,A,B,A,A,A,A,C,A,A,C,A,B,B,605.38293
3,F,1,1,1,1,1,1,,0,,,,,,,4117909,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,516.0,535.5,513.9,498.4,1,1.0,D,G,D,F,1,A,A,B,B,A,A,B,B,B,A,B,A,A,B,A,A,B,A,A,B,605.38293
5,F,1,1,1,1,3,1,,0,,,,,,,4104808,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,658.5,652.9,631.1,835.6,0,1.0,G,E,E,F,2,O,B,C,D,B,A,B,B,B,A,B,A,B,C,A,A,C,A,C,B,605.38293
14,M,2,1,1,1,16,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,610.3,591.7,574.1,625.0,1,1.0,F,F,E,D,1,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,B,605.38293
3,F,1,0,1,2,0,2,1.0,0,4104253.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1190.0,1176.0,1180.0,1186.0,429.1,486.8,443.7,427.8,0,1.0,B,D,B,B,4,C,A,B,D,C,A,B,B,B,A,B,A,B,B,B,A,E,B,A,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4105508.0,41.0,PR,2.0,1.0,1.0,4105508,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,551.1,521.2,488.7,631.8,0,1.0,B,D,B,B,3,E,A,D,D,A,A,B,B,B,A,B,A,B,B,A,A,D,A,C,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4119905.0,41.0,PR,4.0,1.0,1.0,4119905,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,589.9,537.3,502.1,533.4,0,1.0,G,G,E,E,3,P,B,E,D,D,B,D,B,B,A,B,A,B,E,B,B,D,B,A,B,605.38293
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,530.3,515.4,544.7,441.2,0,1.0,D,E,D,D,4,E,A,B,D,B,A,B,B,B,A,B,A,B,B,A,A,D,A,B,B,605.38293
