TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,NU_NOTA_REDACAO
2,F,1,3,2,2,0,3,1.0,0,4105805.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1188.0,1175.0,1179.0,1184.0,516.3,416.6,526.1,418.1,1,1.0,E,E,E,E,4,J,B,C,C,B,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B,605.38293
3,M,1,0,1,2,0,2,1.0,0,4104303.0,41.0,PR,1.0,1.0,1.0,4104303,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,637.9,674.1,627.1,823.4,0,1.0,A,A,A,A,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4109708,41,PR,0,1,1,0,,1058.0,1067.0,,,505.3,549.9,,0,1.0,E,E,C,B,3,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4104303,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,465.1,456.8,492.5,391.7,0,1.0,E,F,C,D,4,H,A,C,D,B,B,B,C,B,A,B,A,B,B,A,A,D,A,B,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,,,,,,,4108304,41,PR,0,1,1,0,,1058.0,1067.0,,,554.8,466.3,,0,1.0,D,B,C,B,1,B,A,B,B,B,A,B,B,B,B,A,A,A,B,A,A,B,A,A,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,632.4,689.6,635.2,825.7,0,1.0,G,G,E,D,3,O,B,E,D,C,A,C,B,B,A,B,A,B,C,B,B,E,A,D,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,4108403.0,41.0,PR,2.0,2.0,1.0,4104501,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,533.2,472.8,411.8,354.4,1,1.0,H,E,F,C,3,E,A,C,D,B,A,B,B,C,B,B,A,A,B,A,B,D,A,B,B,605.38293
7,F,1,1,1,1,0,1,,0,,,,,,,4109401,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,458.0,536.3,463.4,395.1,0,1.0,D,E,C,D,5,E,A,C,D,C,A,B,A,B,A,B,A,B,C,B,A,E,B,B,B,605.38293
4,M,1,1,1,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,475.4,546.8,493.3,471.6,0,1.0,D,E,B,C,5,C,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,E,A,A,B,605.38293
1,F,1,1,1,4,0,1,,0,,,,,,,4115804,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,581.1,569.5,560.7,598.7,1,1.0,F,F,E,E,4,H,A,C,D,C,B,B,B,B,A,B,A,B,C,A,A,D,A,C,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4119905,41,PR,0,1,1,0,,1055.0,1065.0,,,491.3,551.3,,0,1.0,F,G,E,E,3,L,B,C,D,B,A,B,B,B,A,B,A,B,D,A,A,D,A,C,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4120903,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,375.6,410.5,470.0,383.9,0,3.0,E,E,A,A,4,C,A,B,D,B,B,B,B,B,A,A,A,A,B,A,A,E,A,B,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,511.4,592.0,560.5,726.0,0,1.0,F,F,D,D,4,G,B,D,D,C,A,C,C,B,B,B,B,B,D,A,A,D,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,499.3,484.0,551.8,448.3,1,1.0,E,G,C,E,4,I,A,C,D,B,A,B,A,B,A,B,A,B,B,A,A,D,B,B,B,605.38293
1,F,1,2,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,459.1,569.7,534.1,491.4,0,1.0,F,E,D,D,4,J,A,C,D,B,A,B,B,B,A,B,A,A,B,A,B,E,A,C,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4111803,41,PR,1,1,1,1,1092.0,1062.0,1072.0,1082.0,507.0,473.7,446.4,420.4,1,1.0,G,G,D,D,5,M,D,D,D,C,B,B,B,B,A,B,A,A,C,A,A,E,A,D,B,605.38293
4,F,1,1,1,1,2,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,423.6,540.3,504.8,534.1,1,1.0,E,C,C,B,4,F,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,E,B,A,B,605.38293
9,M,1,3,1,1,0,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,473.8,346.0,491.2,372.2,0,1.0,C,C,B,B,3,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,B,B,A,A,B,605.38293
3,M,1,1,1,2,0,2,1.0,0,4107652.0,41.0,PR,2.0,1.0,1.0,4107652,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,514.3,508.6,467.6,512.3,1,1.0,E,B,B,C,4,G,A,B,D,B,A,B,B,B,B,B,A,B,C,A,A,E,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4115200,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,558.6,577.3,504.5,651.6,0,1.0,E,D,C,B,5,I,A,C,D,C,A,B,B,B,A,B,A,B,B,A,B,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4103370.0,41.0,PR,2.0,1.0,1.0,4102000,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,535.8,584.3,606.9,491.9,0,1.0,D,E,D,D,3,N,A,C,D,C,B,B,B,B,A,B,A,B,C,A,A,D,A,A,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,,,,,,,4103453,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,563.3,566.5,556.6,486.1,0,1.0,E,B,C,C,3,J,A,D,D,B,A,C,C,B,A,B,A,B,C,A,A,D,A,C,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4103701.0,41.0,PR,4.0,1.0,1.0,4103701,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,595.6,648.2,613.9,725.3,0,1.0,F,G,D,E,4,D,B,D,D,C,A,C,A,B,A,B,A,B,C,B,B,D,B,C,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,617.8,678.4,661.6,837.0,0,1.0,E,F,D,D,2,F,A,B,D,B,A,B,B,B,B,B,A,B,C,A,A,C,A,B,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,,,,,,,4114609,41,PR,0,1,1,0,,1058.0,1067.0,,,484.4,411.7,,0,1.0,B,E,C,C,3,E,A,C,D,B,A,B,B,B,A,B,A,A,B,A,B,D,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4114609.0,41.0,PR,2.0,1.0,1.0,4114609,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,489.7,564.2,528.9,649.2,0,1.0,E,E,C,C,4,F,A,C,D,C,B,B,B,B,B,A,A,B,B,A,A,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4114807.0,41.0,PR,2.0,1.0,1.0,4114807,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,405.0,444.0,325.9,374.9,1,1.0,C,C,B,B,2,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B,605.38293
11,F,2,1,1,1,9,1,,0,,,,,,,4113700,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,450.1,517.3,537.8,445.9,0,1.0,H,B,F,B,2,F,A,B,B,A,A,B,B,B,B,B,A,A,A,A,A,C,A,B,B,605.38293
14,F,1,3,1,1,16,1,,0,,,,,,,4108304,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,610.7,618.4,551.5,621.1,0,1.0,F,F,D,D,1,D,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4119905.0,41.0,PR,2.0,1.0,1.0,4119905,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,481.8,554.4,513.2,449.6,0,1.0,H,H,E,F,4,H,A,D,D,B,A,B,B,B,B,B,A,B,C,A,A,D,A,B,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4127700.0,41.0,PR,2.0,1.0,1.0,4127700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,553.2,616.9,592.2,651.2,0,1.0,B,E,C,C,4,H,A,B,C,C,B,B,B,B,B,B,A,B,B,A,A,C,A,B,B,605.38293
3,M,1,3,1,1,1,1,,0,,,,,,,4120002,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,501.4,439.8,426.4,602.2,1,1.0,F,E,D,C,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,630.1,624.9,606.5,727.5,0,1.0,F,F,D,F,3,F,A,C,B,B,A,B,B,B,A,B,A,A,B,A,B,D,B,C,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4101507,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,524.2,607.0,600.2,611.2,0,1.0,G,G,B,D,4,N,A,B,D,B,C,B,B,B,B,B,A,A,B,A,A,E,A,C,B,605.38293
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,523.9,564.3,631.3,592.9,0,1.0,E,G,B,D,3,H,A,B,D,B,A,B,A,B,A,B,A,B,B,B,B,D,A,B,B,605.38293
13,F,2,1,1,1,16,1,,0,,,,,,,4107652,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,474.5,525.4,489.2,571.5,1,6.0,B,B,B,B,3,G,A,E,D,B,A,B,B,B,A,B,A,B,B,A,A,D,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4110706.0,41.0,PR,2.0,1.0,1.0,4110706,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,478.5,546.2,427.9,612.3,0,1.0,B,C,A,A,3,B,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,C,A,A,B,605.38293
3,M,1,1,1,2,0,3,1.0,0,4122404.0,41.0,PR,4.0,1.0,1.0,4122404,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,488.7,572.0,551.0,719.5,0,1.0,F,F,B,F,4,I,A,D,D,B,A,B,A,B,A,A,A,B,C,A,B,D,A,B,B,605.38293
1,F,1,4,1,3,0,1,,1,,,,,,,4120804,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,447.6,495.7,511.3,394.1,1,1.0,E,E,C,E,2,I,A,B,C,B,A,B,B,B,A,B,A,B,B,A,A,C,A,B,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,513.0,496.9,555.3,457.2,0,1.0,E,E,C,C,4,D,A,C,D,B,A,B,B,B,A,B,A,B,B,A,B,D,A,B,B,605.38293
2,F,1,2,2,2,0,2,1.0,0,4110706.0,41.0,PR,2.0,1.0,1.0,4110706,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,520.0,497.3,553.4,485.3,1,1.0,B,C,B,B,2,C,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B,A,A,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4108304.0,41.0,PR,2.0,1.0,1.0,4108304,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,533.6,539.5,563.0,651.7,0,1.0,D,F,C,F,4,G,A,B,D,B,C,B,A,B,A,B,A,B,B,A,A,D,A,B,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4117602,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,466.7,481.6,429.9,408.8,0,1.0,E,E,E,E,4,K,A,D,E,D,A,B,C,C,B,D,B,B,E,A,B,E,A,B,B,605.38293
3,F,1,1,1,2,0,2,1.0,0,4128104.0,41.0,PR,2.0,1.0,1.0,4128104,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,444.8,474.4,534.0,420.9,1,1.0,E,H,B,B,4,E,B,D,D,C,A,B,B,B,B,B,A,B,C,B,B,E,A,C,B,605.38293
1,F,1,3,1,3,0,1,,1,,,,,,,4105904,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,481.2,487.8,484.0,543.5,1,1.0,E,E,A,B,3,G,A,B,C,A,A,B,B,B,A,B,A,B,B,B,A,D,A,A,B,605.38293
1,F,1,3,1,3,0,1,,1,,,,,,,4128104,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,449.0,387.7,386.5,508.9,1,1.0,E,E,C,C,3,D,A,C,D,B,C,B,B,B,A,B,A,B,B,A,A,D,A,A,B,605.38293
2,F,1,4,1,2,0,3,1.0,0,4113700.0,41.0,PR,4.0,1.0,1.0,4113700,41,PR,1,1,1,1,1188.0,1175.0,1179.0,1184.0,712.8,675.1,647.1,884.3,0,1.0,G,G,E,E,4,Q,B,E,D,C,A,B,B,B,B,B,A,B,E,A,B,E,B,E,B,605.38293
4,M,1,1,1,1,1,1,,0,,,,,,,4125506,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,588.8,636.8,611.0,686.8,0,1.0,C,D,D,D,3,J,A,B,D,C,A,B,B,B,B,A,A,B,E,B,B,D,A,A,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,593.3,563.3,584.0,613.4,0,1.0,E,E,C,D,2,D,A,C,C,B,A,B,B,B,A,B,A,A,C,A,A,D,A,B,B,605.38293
12,F,0,1,1,1,16,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,392.6,593.0,499.5,577.3,1,1.0,B,B,D,F,4,D,A,B,C,B,B,B,A,B,A,B,B,B,C,B,A,C,A,A,B,605.38293
11,M,0,1,1,1,9,1,,0,,,,,,,4105805,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,558.2,596.2,549.7,625.5,0,1.0,C,C,C,B,3,E,A,B,C,B,B,B,A,B,A,B,A,B,C,A,A,C,B,C,B,605.38293
2,F,1,1,1,2,0,3,1.0,0,4119905.0,41.0,PR,4.0,1.0,1.0,4119905,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,588.7,593.8,565.7,687.4,0,1.0,G,G,D,D,5,N,A,D,D,C,A,C,C,B,B,B,A,B,D,B,B,E,B,E,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,616.4,624.5,619.4,780.8,0,1.0,F,G,E,D,4,P,A,D,D,C,A,B,B,B,A,B,A,B,D,B,A,D,A,D,B,605.38293
3,F,1,3,1,2,0,2,1.0,0,,,,,,,4109401,41,PR,0,1,1,0,,1058.0,1067.0,,,437.8,421.9,,1,1.0,C,E,F,B,3,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B,605.38293
3,M,1,1,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4115200,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,582.9,567.1,510.7,546.4,0,1.0,E,D,B,C,3,D,A,C,C,B,A,B,B,B,A,B,A,B,E,A,B,D,B,B,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4104303,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,614.0,551.7,514.7,654.1,0,1.0,G,F,D,D,3,G,A,C,C,B,A,B,B,B,A,B,A,B,B,A,A,D,B,B,B,605.38293
5,F,1,1,1,1,3,1,,0,,,,,,,4113205,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,650.7,710.8,643.1,599.2,1,1.0,B,D,A,A,1,B,A,B,C,A,A,B,A,B,A,B,A,A,A,A,A,B,A,B,B,605.38293
3,M,1,1,1,1,1,1,,0,,,,,,,4106407,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,483.9,551.4,550.2,446.8,0,1.0,G,E,C,B,3,B,A,B,C,A,B,B,A,B,A,B,A,A,C,A,A,D,A,B,B,605.38293
1,F,1,3,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,558.3,598.2,585.6,608.7,0,1.0,D,E,C,D,4,F,A,B,D,B,A,B,B,B,A,B,A,A,B,A,A,E,A,B,B,605.38293
7,F,1,1,1,1,4,1,,0,,,,,,,4115200,41,PR,0,1,1,0,,1057.0,1068.0,,,515.2,508.2,,0,1.0,D,B,B,B,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B,605.38293
5,F,1,1,1,1,2,1,,0,,,,,,,4101408,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,419.0,530.9,567.0,507.0,0,1.0,E,G,C,D,3,G,A,C,C,B,A,B,B,B,A,B,A,B,E,A,B,D,A,C,B,605.38293
2,F,1,0,1,2,0,2,1.0,0,,,,,,,4122206,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,384.0,469.3,399.3,521.4,1,3.0,E,G,B,B,4,B,A,C,D,B,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B,605.38293
4,F,1,3,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1188.0,1175.0,1179.0,1184.0,435.7,508.0,529.6,399.4,1,1.0,D,C,C,B,4,H,A,B,C,B,B,B,B,B,B,A,A,A,B,A,A,D,A,A,B,605.38293
11,F,1,1,1,1,10,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1190.0,1176.0,1180.0,1186.0,596.6,569.7,539.0,566.8,0,1.0,G,F,D,B,1,C,A,D,C,A,A,B,B,B,A,B,A,B,C,B,B,B,A,B,B,605.38293
9,M,1,3,1,1,7,1,,0,,,,,,,4104303,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,537.3,454.3,552.1,500.6,1,1.0,E,E,C,B,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B,605.38293
3,F,1,3,1,2,0,2,1.0,0,,,,,,,4109807,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,453.0,350.1,479.0,390.7,0,1.0,H,H,F,F,4,A,A,B,C,A,A,A,A,B,A,B,A,B,A,A,A,B,A,A,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,0,1,1,0,,1056.0,1066.0,,,494.7,487.0,,0,1.0,E,D,B,B,4,E,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,E,A,B,B,605.38293
8,F,1,1,1,1,0,1,,0,,,,,,,4113700,41,PR,0,1,1,0,,1056.0,1066.0,,,562.6,598.0,,0,1.0,H,B,F,B,1,C,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,B,A,B,B,605.38293
1,M,1,1,1,3,0,1,,1,,,,,,,4127700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,480.8,455.7,463.7,426.4,1,1.0,E,D,A,A,3,C,A,B,D,B,B,B,B,B,A,B,A,A,B,A,A,D,A,B,B,605.38293
2,M,1,3,1,2,0,2,1.0,0,4115200.0,41.0,PR,2.0,1.0,1.0,4115200,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,474.9,556.4,530.3,486.1,0,1.0,E,G,B,D,3,H,A,C,D,B,B,B,B,B,A,B,A,B,C,A,A,D,A,B,B,605.38293
2,M,1,3,1,2,0,3,1.0,0,4106902.0,41.0,PR,4.0,1.0,1.0,4106902,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,655.1,671.8,620.6,804.1,0,1.0,G,F,E,E,3,J,A,D,D,C,A,B,A,B,A,B,A,B,B,B,A,D,A,D,B,605.38293
2,F,1,3,1,2,0,2,1.0,0,,,,,,,4128500,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,434.4,495.3,492.2,370.1,0,1.0,C,E,C,B,5,C,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,C,A,A,B,605.38293
2,F,1,1,1,3,0,1,,1,,,,,,,4112108,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,493.8,596.1,544.7,396.3,1,1.0,B,E,C,B,5,C,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,A,A,B,B,605.38293
1,M,1,1,1,2,0,2,1.0,0,4104253.0,41.0,PR,2.0,1.0,1.0,4104253,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,568.2,555.0,592.3,546.6,0,1.0,D,E,B,D,4,E,A,E,D,C,A,C,A,B,B,B,A,B,C,B,B,E,A,C,B,605.38293
2,M,1,0,1,2,0,3,1.0,0,4115200.0,41.0,PR,4.0,1.0,1.0,4113502,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,485.1,563.0,534.9,584.6,0,1.0,G,G,D,D,3,D,B,D,D,B,A,B,A,B,A,B,B,A,B,B,A,D,A,B,B,605.38293
4,F,1,3,1,1,2,1,,0,,,,,,,4118204,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,557.9,503.0,542.0,572.3,1,1.0,H,D,F,B,2,H,A,C,B,C,A,B,B,B,A,A,A,B,B,A,B,C,A,B,B,605.38293
4,F,1,3,1,2,0,2,1.0,0,4114203.0,41.0,PR,2.0,1.0,1.0,4112108,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,518.8,436.5,461.7,494.9,0,1.0,B,E,B,B,2,D,A,B,C,B,B,B,B,B,A,B,A,B,B,B,B,D,A,B,B,605.38293
2,M,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,2.0,1.0,1.0,4106902,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,525.6,556.2,601.5,667.9,0,1.0,E,D,C,B,3,C,A,B,D,B,A,B,A,B,A,B,A,B,B,A,A,D,A,C,B,605.38293
2,F,1,3,1,2,0,3,1.0,0,4111506.0,41.0,PR,4.0,1.0,1.0,4111506,41,PR,1,1,1,1,1088.0,1058.0,1067.0,1077.0,526.1,644.0,661.9,815.6,0,1.0,D,F,C,D,4,D,A,C,C,A,A,B,A,B,B,A,A,A,B,B,A,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4119509,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,479.8,595.1,574.1,559.4,0,1.0,E,E,C,C,3,C,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,415.9,464.3,498.7,407.7,0,1.0,C,G,D,D,3,E,A,B,D,B,A,B,A,B,A,A,A,A,B,A,B,C,A,B,B,605.38293
2,M,1,1,1,2,0,3,1.0,0,4105805.0,41.0,PR,4.0,1.0,1.0,4105805,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,513.4,502.1,558.7,580.2,1,1.0,G,F,D,D,4,K,A,B,B,C,A,B,B,B,B,B,A,B,C,A,B,E,A,D,B,605.38293
3,F,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,558.4,625.2,626.8,737.8,0,1.0,G,F,F,D,5,I,A,C,D,C,A,B,B,B,B,B,B,B,C,A,B,E,A,D,B,605.38293
3,M,1,1,1,1,1,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,652.2,700.4,636.4,811.3,0,1.0,G,E,F,D,4,I,A,E,D,B,A,B,B,B,B,B,A,B,D,B,A,E,A,E,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,4106902.0,41.0,PR,1.0,1.0,1.0,4106902,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,620.4,602.1,570.4,783.6,0,1.0,G,G,E,B,4,P,B,E,E,C,A,C,C,B,B,B,B,B,D,A,A,A,A,E,B,605.38293
1,F,1,1,1,3,0,1,,1,,,,,,,4113700,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,539.7,634.4,571.5,670.9,0,1.0,F,F,D,B,4,J,A,E,D,C,A,B,B,B,B,B,A,B,D,B,B,D,B,B,B,605.38293
1,F,1,3,1,3,0,1,,1,,,,,,,4108809,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,375.8,463.4,469.8,532.7,0,1.0,G,E,B,B,3,K,A,D,D,B,A,B,A,B,B,A,B,B,B,B,B,D,A,B,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4117602,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,383.7,429.9,400.9,449.7,1,1.0,H,E,D,D,2,F,A,B,E,A,A,B,B,B,A,B,A,A,B,A,A,C,A,B,B,605.38293
4,F,1,4,4,1,2,1,,0,,,,,,,4106902,41,PR,1,1,1,1,1086.0,1055.0,1065.0,1076.0,491.6,528.8,501.0,461.0,0,1.0,E,E,D,B,2,C,A,D,D,B,A,B,A,B,B,B,A,B,B,A,B,C,A,B,B,605.38293
7,M,1,1,1,2,0,2,1.0,0,,,,,,,4108403,41,PR,1,1,1,1,1085.0,1057.0,1068.0,1075.0,433.5,555.0,582.1,368.4,1,4.0,H,H,C,B,2,D,A,B,C,A,A,B,B,B,A,B,A,B,B,A,A,C,A,A,B,605.38293
2,F,1,1,1,2,0,2,1.0,0,,,,,,,4108809,41,PR,1,1,1,1,1087.0,1056.0,1066.0,1078.0,462.2,524.7,495.2,540.0,0,1.0,B,B,C,B,6,H,A,D,E,D,B,B,C,B,A,B,A,A,C,B,B,E,A,C,B,605.38293
